,domain,layer,dim,problem,repeat,plan_length,plan_found,time
1322,ferry,2,2,0_21,2,49.0,True,1.3748972415924072
1323,ferry,2,2,0_22,0,51.0,True,1.515441656112671
1324,ferry,2,2,0_22,1,51.0,True,1.3687291145324707
1325,ferry,2,2,0_22,2,51.0,True,1.5683646202087402
1326,ferry,2,2,0_23,0,52.0,True,1.528031349182129
1327,ferry,2,2,0_23,1,53.0,True,1.4734055995941162
1328,ferry,2,2,0_23,2,54.0,True,1.5455210208892822
1329,ferry,2,2,0_24,0,58.0,True,1.7774522304534912
1330,ferry,2,2,0_24,1,58.0,True,1.5909223556518555
1331,ferry,2,2,0_24,2,58.0,True,1.7807080745697021
1332,ferry,2,2,0_25,0,60.0,True,1.8490452766418457
1333,ferry,2,2,0_25,1,62.0,True,2.0023815631866455
1334,ferry,2,2,0_25,2,61.0,True,1.981947422027588
1335,ferry,2,2,0_26,0,60.0,True,1.8338909149169922
1336,ferry,2,2,0_26,1,58.0,True,1.8548448085784912
1337,ferry,2,2,0_26,2,60.0,True,2.2926442623138428
1338,ferry,2,2,0_27,0,60.0,True,1.8744847774505615
1339,ferry,2,2,0_27,1,61.0,True,1.909820795059204
1340,ferry,2,2,0_27,2,61.0,True,1.791111707687378
1341,ferry,2,2,0_28,0,67.0,True,2.0235280990600586
1342,ferry,2,2,0_28,1,68.0,True,1.991215467453003
1343,ferry,2,2,0_28,2,67.0,True,2.0882222652435303
1344,ferry,2,2,0_29,0,65.0,True,2.0564427375793457
1345,ferry,2,2,0_29,1,67.0,True,2.3351662158966064
1346,ferry,2,2,0_29,2,67.0,True,2.4233763217926025
1347,ferry,2,2,0_30,0,73.0,True,2.196603298187256
1348,ferry,2,2,0_30,1,72.0,True,2.3106377124786377
1349,ferry,2,2,0_30,2,75.0,True,2.4883501529693604
1350,ferry,2,2,1_01,0,36.0,True,1.1669201850891113
1351,ferry,2,2,1_01,1,36.0,True,0.9917027950286865
1352,ferry,2,2,1_01,2,36.0,True,1.07905912399292
1353,ferry,2,2,1_02,0,47.0,True,1.5585832595825195
1354,ferry,2,2,1_02,1,48.0,True,1.8177080154418945
1355,ferry,2,2,1_02,2,48.0,True,1.4735002517700195
1356,ferry,2,2,1_03,0,61.0,True,1.7809062004089355
1357,ferry,2,2,1_03,1,61.0,True,1.856492519378662
1358,ferry,2,2,1_03,2,61.0,True,2.001401424407959
1359,ferry,2,2,1_04,0,68.0,True,2.30031681060791
1360,ferry,2,2,1_04,1,69.0,True,2.378748893737793
1361,ferry,2,2,1_04,2,68.0,True,2.264166831970215
1362,ferry,2,2,1_05,0,75.0,True,2.748917579650879
1363,ferry,2,2,1_05,1,75.0,True,2.6205852031707764
1364,ferry,2,2,1_05,2,77.0,True,2.7302374839782715
1365,ferry,2,2,1_06,0,90.0,True,3.529949903488159
1366,ferry,2,2,1_06,1,91.0,True,3.718169927597046
1367,ferry,2,2,1_06,2,91.0,True,3.399625062942505
1368,ferry,2,2,1_07,0,101.0,True,3.9199533462524414
1369,ferry,2,2,1_07,1,103.0,True,3.8562090396881104
1370,ferry,2,2,1_07,2,103.0,True,3.839226245880127
1371,ferry,2,2,1_08,0,106.0,True,4.226145029067993
1372,ferry,2,2,1_08,1,106.0,True,4.220498085021973
1373,ferry,2,2,1_08,2,107.0,True,4.0893473625183105
1374,ferry,2,2,1_09,0,122.0,True,5.354838609695435
1375,ferry,2,2,1_09,1,124.0,True,5.1166298389434814
1376,ferry,2,2,1_09,2,123.0,True,5.364476919174194
1377,ferry,2,2,1_10,0,134.0,True,5.962353706359863
1378,ferry,2,2,1_10,1,130.0,True,6.141000509262085
1379,ferry,2,2,1_10,2,130.0,True,5.905041456222534
1380,ferry,2,2,1_11,0,140.0,True,6.335599899291992
1381,ferry,2,2,1_11,1,142.0,True,6.52159857749939
1382,ferry,2,2,1_11,2,142.0,True,6.785163640975952
1383,ferry,2,2,1_12,0,155.0,True,7.164057493209839
1384,ferry,2,2,1_12,1,156.0,True,7.57435941696167
1385,ferry,2,2,1_12,2,153.0,True,7.6149983406066895
1386,ferry,2,2,1_13,0,163.0,True,8.333908081054688
1387,ferry,2,2,1_13,1,163.0,True,8.65812635421753
1388,ferry,2,2,1_13,2,162.0,True,8.378520011901855
1389,ferry,2,2,1_14,0,166.0,True,8.66251802444458
1390,ferry,2,2,1_14,1,169.0,True,8.789745330810547
1391,ferry,2,2,1_14,2,168.0,True,9.066322803497314
1392,ferry,2,2,1_15,0,181.0,True,10.133507013320923
1393,ferry,2,2,1_15,1,184.0,True,10.542779922485352
1394,ferry,2,2,1_15,2,183.0,True,10.730814933776855
1395,ferry,2,2,1_16,0,191.0,True,11.150017976760864
1396,ferry,2,2,1_16,1,194.0,True,11.45743727684021
1397,ferry,2,2,1_16,2,194.0,True,11.042327880859375
1398,ferry,2,2,1_17,0,198.0,True,11.824167728424072
1399,ferry,2,2,1_17,1,197.0,True,11.522200345993042
1400,ferry,2,2,1_17,2,199.0,True,12.349907636642456
1401,ferry,2,2,1_18,0,210.0,True,13.48035979270935
1402,ferry,2,2,1_18,1,206.0,True,13.224731206893921
1403,ferry,2,2,1_18,2,208.0,True,13.664001703262329
1404,ferry,2,2,1_19,0,229.0,True,15.050082206726074
1405,ferry,2,2,1_19,1,229.0,True,14.814684629440308
1406,ferry,2,2,1_19,2,228.0,True,14.66730785369873
1407,ferry,2,2,1_20,0,227.0,True,18.445547580718994
1408,ferry,2,2,1_20,1,229.0,True,16.291829586029053
1409,ferry,2,2,1_20,2,228.0,True,15.382342100143433
1410,ferry,2,2,1_21,0,237.0,True,17.04848885536194
1411,ferry,2,2,1_21,1,240.0,True,17.758209466934204
1412,ferry,2,2,1_21,2,242.0,True,17.729881048202515
1413,ferry,2,2,1_22,0,247.0,True,18.999029874801636
1414,ferry,2,2,1_22,1,250.0,True,18.638275861740112
1415,ferry,2,2,1_22,2,245.0,True,18.023703575134277
1416,ferry,2,2,1_23,0,267.0,True,20.14377188682556
1417,ferry,2,2,1_23,1,265.0,True,20.363778591156006
1418,ferry,2,2,1_23,2,267.0,True,20.895484685897827
1419,ferry,2,2,1_24,0,276.0,True,21.760291814804077
1420,ferry,2,2,1_24,1,275.0,True,21.6298508644104
1421,ferry,2,2,1_24,2,276.0,True,22.296512126922607
1422,ferry,2,2,1_25,0,285.0,True,24.09317445755005
1423,ferry,2,2,1_25,1,287.0,True,24.461659908294678
1424,ferry,2,2,1_25,2,290.0,True,25.665273904800415
1425,ferry,2,2,1_26,0,291.0,True,25.277222871780396
1426,ferry,2,2,1_26,1,293.0,True,27.159937858581543
1427,ferry,2,2,1_26,2,295.0,True,25.792135000228882
1428,ferry,2,2,1_27,0,307.0,True,26.72970986366272
1429,ferry,2,2,1_27,1,310.0,True,27.80843424797058
1430,ferry,2,2,1_27,2,308.0,True,28.930331230163574
1431,ferry,2,2,1_28,0,312.0,True,28.370449781417847
1432,ferry,2,2,1_28,1,311.0,True,27.81628441810608
1433,ferry,2,2,1_28,2,315.0,True,29.09087061882019
1434,ferry,2,2,1_29,0,326.0,True,33.48282289505005
1435,ferry,2,2,1_29,1,325.0,True,30.10791039466858
1436,ferry,2,2,1_29,2,329.0,True,32.36315393447876
1437,ferry,2,2,1_30,0,331.0,True,33.906639099121094
1438,ferry,2,2,1_30,1,332.0,True,34.51067066192627
1439,ferry,2,2,1_30,2,337.0,True,33.21658444404602
1440,ferry,2,2,2_01,0,684.0,True,190.65702414512634
1441,ferry,2,2,2_01,1,682.0,True,199.85050106048584
1442,ferry,2,2,2_01,2,686.0,True,183.93879628181458
1443,ferry,2,2,2_02,0,772.0,True,266.9376873970032
1444,ferry,2,2,2_02,1,773.0,True,254.1518838405609
1445,ferry,2,2,2_02,2,779.0,True,260.22358798980713
1446,ferry,2,2,2_03,0,876.0,True,345.80238461494446
1447,ferry,2,2,2_03,1,874.0,True,355.9773232936859
1448,ferry,2,2,2_03,2,880.0,True,353.07301568984985
1449,ferry,2,2,2_04,0,968.0,True,470.3352963924408
1450,ferry,2,2,2_04,1,966.0,True,468.4255781173706
1451,ferry,2,2,2_04,2,975.0,True,458.4952805042267
1452,ferry,2,2,2_05,0,1047.0,True,588.7970323562622
1453,ferry,2,2,2_05,1,1052.0,True,566.8737769126892
1454,ferry,2,2,2_05,2,1057.0,True,581.4753336906433
1455,ferry,2,2,2_06,0,1158.0,True,756.8805475234985
1456,ferry,2,2,2_06,1,1149.0,True,734.6461203098297
1457,ferry,2,2,2_06,2,1165.0,True,756.3910393714905
1458,ferry,2,2,2_07,0,1244.0,True,985.1027238368988
1459,ferry,2,2,2_07,1,1235.0,True,888.0182597637177
1460,ferry,2,2,2_07,2,1245.0,True,897.9530591964722
1461,ferry,2,2,2_08,0,1351.0,True,1078.9232647418976
1462,ferry,2,2,2_08,1,1344.0,True,1195.381884098053
1463,ferry,2,2,2_08,2,1364.0,True,1107.5748739242554
1464,ferry,2,2,2_09,0,1434.0,True,1369.1146202087402
1465,ferry,2,2,2_09,1,1431.0,True,1367.2299523353577
1466,ferry,2,2,2_09,2,1446.0,True,1374.1882736682892
1467,ferry,2,2,2_10,0,1534.0,True,1655.6923146247864
1468,ferry,2,2,2_10,1,1533.0,True,1614.4995844364166
1469,ferry,2,2,2_10,2,1536.0,True,1562.8498713970184
1470,ferry,2,2,2_11,0,1622.0,True,1939.7183191776276
1471,ferry,2,2,2_11,1,1621.0,True,1894.3707070350647
1472,ferry,2,2,2_11,2,1624.0,True,1878.6289126873016
1473,ferry,2,2,2_12,0,1692.0,True,2192.9024012088776
1474,ferry,2,2,2_12,1,1695.0,True,2347.6853489875793
1475,ferry,2,2,2_12,2,1705.0,True,2140.588808774948
1476,ferry,2,2,2_13,0,1805.0,True,2556.2471330165863
1477,ferry,2,2,2_13,1,1801.0,True,2725.6487045288086
1478,ferry,2,2,2_13,2,1818.0,True,2536.119684457779
1479,ferry,2,2,2_14,0,1880.0,True,3121.4836270809174
1480,ferry,2,2,2_14,1,1875.0,True,2821.250614643097
1481,ferry,2,2,2_14,2,1894.0,True,2936.0168676376343
1482,ferry,2,2,2_15,0,1970.0,True,3268.380238056183
1483,ferry,2,2,2_15,1,1958.0,True,3432.9010293483734
1484,ferry,2,2,2_15,2,1983.0,True,3338.385419845581
1485,ferry,2,2,2_16,0,2067.0,True,3995.716675758362
1486,ferry,2,2,2_16,1,2064.0,True,3858.9241230487823
1487,ferry,2,2,2_16,2,2074.0,True,3789.4770047664642
1488,ferry,2,2,2_17,0,2167.0,True,4901.125509977341
1489,ferry,2,2,2_17,1,2169.0,True,4422.544447898865
1490,ferry,2,2,2_17,2,2180.0,True,4421.167019128799
1491,ferry,2,2,2_18,0,2263.0,True,4899.567405223846
1492,ferry,2,2,2_18,1,2257.0,True,5442.483594655991
1493,ferry,2,2,2_18,2,2259.0,True,4909.51889872551
1494,ferry,2,2,2_19,0,2354.0,True,5743.366100549698
1495,ferry,2,2,2_19,1,2351.0,True,5644.9484848976135
1496,ferry,2,2,2_19,2,2368.0,True,5607.488647222519
1497,ferry,2,2,2_20,0,2439.0,True,5838.457851886749
1498,ferry,2,2,2_20,1,2428.0,True,6033.428484678268
1499,ferry,2,2,2_20,2,2454.0,True,6199.644494533539
1500,ferry,2,2,2_21,0,2532.0,True,6810.186233758926
1501,ferry,2,2,2_21,1,2526.0,True,6640.789235591888
1502,ferry,2,2,2_21,2,2548.0,True,7013.118804216385
1503,ferry,2,2,2_22,0,2619.0,True,7767.842532157898
1504,ferry,2,2,2_22,1,2601.0,True,7667.153220415115
1505,ferry,2,2,2_22,2,2629.0,True,7439.52100110054
1506,ferry,2,2,2_23,0,2724.0,True,9365.506150007248
1507,ferry,2,2,2_23,1,2728.0,True,8496.84808254242
1508,ferry,2,2,2_23,2,2736.0,True,8683.624353647232
1509,ferry,2,2,2_24,0,2810.0,True,9749.685205698013
1510,ferry,2,2,2_24,1,2802.0,True,9558.058063745499
1511,ferry,2,2,2_24,2,2811.0,True,9971.255968093872
1512,ferry,2,2,2_25,0,2891.0,True,10376.606117248535
1513,ferry,2,2,2_25,1,2885.0,True,9892.11376285553
1514,ferry,2,2,2_25,2,2913.0,True,11095.626339197159
1515,ferry,2,2,2_26,0,2995.0,True,11865.79321527481
1516,ferry,2,2,2_26,1,2987.0,True,11445.24124455452
1517,ferry,2,2,2_26,2,3010.0,True,10804.060290336609
1518,ferry,2,2,2_27,0,3068.0,True,11654.923764944077
1519,ferry,2,2,2_27,1,3073.0,True,12192.999188899994
1520,ferry,2,2,2_27,2,3089.0,True,11909.225154399872
1521,ferry,2,2,2_28,0,3165.0,True,13035.127355575562
1522,ferry,2,2,2_28,1,3165.0,True,12926.714322328568
1523,ferry,2,2,2_28,2,3197.0,True,13413.4970099926
1524,ferry,2,2,2_29,0,3255.0,True,14679.119525671005
1525,ferry,2,2,2_29,1,3239.0,True,14741.470031738281
1526,ferry,2,2,2_29,2,3274.0,True,14732.740600824356
1527,ferry,2,2,2_30,0,3388.0,True,16918.088992595673
1528,ferry,2,2,2_30,1,3369.0,True,17021.02583003044
1529,ferry,2,2,2_30,2,3404.0,True,17360.118380069733
1530,ferry,3,1,0_01,0,8.0,True,0.38758254051208496
1531,ferry,3,1,0_01,1,8.0,True,0.2515065670013428
1532,ferry,3,1,0_01,2,8.0,True,0.26373791694641113
1533,ferry,3,1,0_02,0,8.0,True,0.45081186294555664
1534,ferry,3,1,0_02,1,8.0,True,0.22694873809814453
1535,ferry,3,1,0_02,2,8.0,True,0.21814441680908203
1536,ferry,3,1,0_03,0,12.0,True,0.3721954822540283
1537,ferry,3,1,0_03,1,12.0,True,0.3783528804779053
1538,ferry,3,1,0_03,2,12.0,True,0.33083510398864746
1539,ferry,3,1,0_04,0,11.0,True,0.32823872566223145
1540,ferry,3,1,0_04,1,11.0,True,0.42556118965148926
1541,ferry,3,1,0_04,2,11.0,True,0.40431642532348633
1542,ferry,3,1,0_05,0,15.0,True,0.4713151454925537
1543,ferry,3,1,0_05,1,15.0,True,0.48343753814697266
1544,ferry,3,1,0_05,2,15.0,True,0.523399829864502
1545,ferry,3,1,0_06,0,18.0,True,0.5542247295379639
1546,ferry,3,1,0_06,1,18.0,True,0.5226473808288574
1547,ferry,3,1,0_06,2,20.0,True,0.5566244125366211
1548,ferry,3,1,0_07,0,19.0,True,0.5629334449768066
1549,ferry,3,1,0_07,1,19.0,True,0.6226027011871338
1550,ferry,3,1,0_07,2,19.0,True,0.5596282482147217
1551,ferry,3,1,0_08,0,23.0,True,0.7642378807067871
1552,ferry,3,1,0_08,1,23.0,True,0.729095458984375
1553,ferry,3,1,0_08,2,23.0,True,0.8143963813781738
1554,ferry,3,1,0_09,0,25.0,True,0.7638826370239258
1555,ferry,3,1,0_09,1,24.0,True,0.7522237300872803
1556,ferry,3,1,0_09,2,25.0,True,0.7834157943725586
1557,ferry,3,1,0_10,0,27.0,True,0.727149486541748
1558,ferry,3,1,0_10,1,26.0,True,0.7433042526245117
1559,ferry,3,1,0_10,2,26.0,True,0.842383861541748
1560,ferry,3,1,0_11,0,30.0,True,0.8140444755554199
1561,ferry,3,1,0_11,1,30.0,True,0.8257453441619873
1562,ferry,3,1,0_11,2,31.0,True,0.9194836616516113
1563,ferry,3,1,0_12,0,29.0,True,0.8660111427307129
1564,ferry,3,1,0_12,1,29.0,True,0.8263132572174072
1565,ferry,3,1,0_12,2,29.0,True,1.0519487857818604
1566,ferry,3,1,0_13,0,32.0,True,1.0122175216674805
1567,ferry,3,1,0_13,1,32.0,True,0.9644403457641602
1568,ferry,3,1,0_13,2,32.0,True,0.9890706539154053
1569,ferry,3,1,0_14,0,33.0,True,0.9692981243133545
1570,ferry,3,1,0_14,1,34.0,True,0.975104570388794
1571,ferry,3,1,0_14,2,33.0,True,1.1081736087799072
1572,ferry,3,1,0_15,0,37.0,True,1.3077619075775146
1573,ferry,3,1,0_15,1,38.0,True,1.0842318534851074
1574,ferry,3,1,0_15,2,37.0,True,1.0829250812530518
1575,ferry,3,1,0_16,0,40.0,True,1.3105847835540771
1576,ferry,3,1,0_16,1,40.0,True,1.1767711639404297
1577,ferry,3,1,0_16,2,40.0,True,1.3103342056274414
1578,ferry,3,1,0_17,0,45.0,True,1.3662335872650146
1579,ferry,3,1,0_17,1,45.0,True,1.4452285766601562
1580,ferry,3,1,0_17,2,45.0,True,1.296569585800171
1581,ferry,3,1,0_18,0,41.0,True,1.2582628726959229
1582,ferry,3,1,0_18,1,42.0,True,1.3287653923034668
1583,ferry,3,1,0_18,2,44.0,True,1.5108668804168701
1584,ferry,3,1,0_19,0,45.0,True,1.3306622505187988
1585,ferry,3,1,0_19,1,44.0,True,1.296489953994751
1586,ferry,3,1,0_19,2,47.0,True,1.35621976852417
1587,ferry,3,1,0_20,0,50.0,True,1.6469275951385498
1588,ferry,3,1,0_20,1,51.0,True,1.5264067649841309
1589,ferry,3,1,0_20,2,51.0,True,1.483534336090088
1590,ferry,3,1,0_21,0,50.0,True,1.6160855293273926
1591,ferry,3,1,0_21,1,49.0,True,1.5528960227966309
1592,ferry,3,1,0_21,2,51.0,True,1.5259056091308594
1593,ferry,3,1,0_22,0,50.0,True,1.7335801124572754
1594,ferry,3,1,0_22,1,51.0,True,1.6237788200378418
1595,ferry,3,1,0_22,2,52.0,True,1.8892288208007812
1596,ferry,3,1,0_23,0,52.0,True,1.6284027099609375
1597,ferry,3,1,0_23,1,54.0,True,1.7421038150787354
1598,ferry,3,1,0_23,2,53.0,True,1.7734901905059814
1599,ferry,3,1,0_24,0,58.0,True,1.9150872230529785
1600,ferry,3,1,0_24,1,58.0,True,1.8517484664916992
1601,ferry,3,1,0_24,2,60.0,True,1.9374947547912598
1602,ferry,3,1,0_25,0,60.0,True,1.8924686908721924
1603,ferry,3,1,0_25,1,62.0,True,2.0683398246765137
1604,ferry,3,1,0_25,2,63.0,True,2.262845754623413
1605,ferry,3,1,0_26,0,59.0,True,1.977090835571289
1606,ferry,3,1,0_26,1,58.0,True,1.9683880805969238
1607,ferry,3,1,0_26,2,62.0,True,1.9759795665740967
1608,ferry,3,1,0_27,0,60.0,True,2.272244930267334
1609,ferry,3,1,0_27,1,60.0,True,1.9924795627593994
1610,ferry,3,1,0_27,2,61.0,True,2.0607621669769287
1611,ferry,3,1,0_28,0,68.0,True,2.5341243743896484
1612,ferry,3,1,0_28,1,67.0,True,2.603652000427246
1613,ferry,3,1,0_28,2,70.0,True,2.5672965049743652
1614,ferry,3,1,0_29,0,66.0,True,2.362222909927368
1615,ferry,3,1,0_29,1,66.0,True,2.3074939250946045
1616,ferry,3,1,0_29,2,69.0,True,2.4437057971954346
1617,ferry,3,1,0_30,0,72.0,True,2.267026662826538
1618,ferry,3,1,0_30,1,73.0,True,2.6502506732940674
1619,ferry,3,1,0_30,2,76.0,True,2.778933048248291
1620,ferry,3,1,1_01,0,37.0,True,1.2033917903900146
1621,ferry,3,1,1_01,1,36.0,True,1.2307326793670654
1622,ferry,3,1,1_01,2,36.0,True,1.116269826889038
1623,ferry,3,1,1_02,0,47.0,True,1.5266520977020264
1624,ferry,3,1,1_02,1,49.0,True,1.4929718971252441
1625,ferry,3,1,1_02,2,48.0,True,1.5543615818023682
1626,ferry,3,1,1_03,0,61.0,True,2.006530284881592
1627,ferry,3,1,1_03,1,61.0,True,2.2331457138061523
1628,ferry,3,1,1_03,2,62.0,True,2.2319114208221436
1629,ferry,3,1,1_04,0,68.0,True,2.5948824882507324
1630,ferry,3,1,1_04,1,68.0,True,2.474783420562744
1631,ferry,3,1,1_04,2,69.0,True,2.4943439960479736
1632,ferry,3,1,1_05,0,75.0,True,2.97623610496521
1633,ferry,3,1,1_05,1,77.0,True,3.132903814315796
1634,ferry,3,1,1_05,2,80.0,True,3.2974255084991455
1635,ferry,3,1,1_06,0,93.0,True,3.8185925483703613
1636,ferry,3,1,1_06,1,91.0,True,4.324382305145264
1637,ferry,3,1,1_06,2,91.0,True,3.775198459625244
1638,ferry,3,1,1_07,0,102.0,True,4.414198398590088
1639,ferry,3,1,1_07,1,103.0,True,4.390673398971558
1640,ferry,3,1,1_07,2,103.0,True,4.404821157455444
1641,ferry,3,1,1_08,0,105.0,True,5.149455785751343
1642,ferry,3,1,1_08,1,107.0,True,5.367773771286011
1643,ferry,3,1,1_08,2,108.0,True,4.969700574874878
1644,ferry,3,1,1_09,0,122.0,True,6.203657388687134
1645,ferry,3,1,1_09,1,124.0,True,5.85538125038147
1646,ferry,3,1,1_09,2,122.0,True,6.335687637329102
1647,ferry,3,1,1_10,0,131.0,True,7.181852579116821
1648,ferry,3,1,1_10,1,130.0,True,6.574552774429321
1649,ferry,3,1,1_10,2,136.0,True,7.337277412414551
1650,ferry,3,1,1_11,0,142.0,True,7.609091520309448
1651,ferry,3,1,1_11,1,141.0,True,7.280163764953613
1652,ferry,3,1,1_11,2,145.0,True,8.038748979568481
1653,ferry,3,1,1_12,0,155.0,True,8.31407880783081
1654,ferry,3,1,1_12,1,155.0,True,8.604704856872559
1655,ferry,3,1,1_12,2,161.0,True,8.940309286117554
1656,ferry,3,1,1_13,0,164.0,True,10.072041988372803
1657,ferry,3,1,1_13,1,162.0,True,9.119040250778198
1658,ferry,3,1,1_13,2,165.0,True,10.34156346321106
1659,ferry,3,1,1_14,0,168.0,True,10.664497137069702
1660,ferry,3,1,1_14,1,171.0,True,11.3211510181427
1661,ferry,3,1,1_14,2,172.0,True,10.34141993522644
1662,ferry,3,1,1_15,0,183.0,True,11.820303440093994
1663,ferry,3,1,1_15,1,184.0,True,12.030613899230957
1664,ferry,3,1,1_15,2,190.0,True,12.562742471694946
1665,ferry,3,1,1_16,0,195.0,True,13.08467435836792
1666,ferry,3,1,1_16,1,193.0,True,13.289196729660034
1667,ferry,3,1,1_16,2,200.0,True,12.96638536453247
1668,ferry,3,1,1_17,0,199.0,True,14.372467994689941
1669,ferry,3,1,1_17,1,200.0,True,13.844099283218384
1670,ferry,3,1,1_17,2,205.0,True,14.729017496109009
1671,ferry,3,1,1_18,0,208.0,True,15.474131345748901
1672,ferry,3,1,1_18,1,209.0,True,16.057857275009155
1673,ferry,3,1,1_18,2,213.0,True,17.26478600502014
1674,ferry,3,1,1_19,0,230.0,True,17.735189199447632
1675,ferry,3,1,1_19,1,230.0,True,17.05831742286682
1676,ferry,3,1,1_19,2,239.0,True,17.516342639923096
1677,ferry,3,1,1_20,0,229.0,True,17.72283959388733
1678,ferry,3,1,1_20,1,231.0,True,17.968502044677734
1679,ferry,3,1,1_20,2,228.0,True,19.7968327999115
1680,ferry,3,1,1_21,0,241.0,True,20.46667456626892
1681,ferry,3,1,1_21,1,238.0,True,20.179219007492065
1682,ferry,3,1,1_21,2,245.0,True,20.411844968795776
1683,ferry,3,1,1_22,0,249.0,True,21.278923988342285
1684,ferry,3,1,1_22,1,249.0,True,21.16188931465149
1685,ferry,3,1,1_22,2,255.0,True,22.364115238189697
1686,ferry,3,1,1_23,0,273.0,True,24.720703840255737
1687,ferry,3,1,1_23,1,264.0,True,24.233871459960938
1688,ferry,3,1,1_23,2,272.0,True,23.7228364944458
1689,ferry,3,1,1_24,0,279.0,True,26.523117303848267
1690,ferry,3,1,1_24,1,275.0,True,24.919727325439453
1691,ferry,3,1,1_24,2,279.0,True,26.662129402160645
1692,ferry,3,1,1_25,0,291.0,True,28.379910230636597
1693,ferry,3,1,1_25,1,286.0,True,28.129801511764526
1694,ferry,3,1,1_25,2,293.0,True,29.710626125335693
1695,ferry,3,1,1_26,0,292.0,True,28.98946237564087
1696,ferry,3,1,1_26,1,291.0,True,29.308507919311523
1697,ferry,3,1,1_26,2,306.0,True,31.566150903701782
1698,ferry,3,1,1_27,0,312.0,True,33.41651010513306
1699,ferry,3,1,1_27,1,310.0,True,31.814526557922363
1700,ferry,3,1,1_27,2,315.0,True,32.94682812690735
1701,ferry,3,1,1_28,0,312.0,True,33.95958757400513
1702,ferry,3,1,1_28,1,313.0,True,34.55758857727051
1703,ferry,3,1,1_28,2,323.0,True,36.66731071472168
1704,ferry,3,1,1_29,0,327.0,True,36.45716571807861
1705,ferry,3,1,1_29,1,330.0,True,37.15138268470764
1706,ferry,3,1,1_29,2,331.0,True,39.41743612289429
1707,ferry,3,1,1_30,0,342.0,True,41.44863963127136
1708,ferry,3,1,1_30,1,338.0,True,40.06704258918762
1709,ferry,3,1,1_30,2,339.0,True,41.0145161151886
1710,ferry,3,1,2_01,0,686.0,True,227.70248460769653
1711,ferry,3,1,2_01,1,682.0,True,231.43351674079895
1712,ferry,3,1,2_01,2,688.0,True,229.42995023727417
1713,ferry,3,1,2_02,0,778.0,True,331.0041174888611
1714,ferry,3,1,2_02,1,775.0,True,319.73097944259644
1715,ferry,3,1,2_02,2,785.0,True,344.56522274017334
1716,ferry,3,1,2_03,0,885.0,True,453.4265103340149
1717,ferry,3,1,2_03,1,880.0,True,423.9180841445923
1718,ferry,3,1,2_03,2,899.0,True,426.7636864185333
1719,ferry,3,1,2_04,0,980.0,True,589.1805336475372
1720,ferry,3,1,2_04,1,978.0,True,564.3003151416779
1721,ferry,3,1,2_04,2,989.0,True,591.815379858017
1722,ferry,3,1,2_05,0,1066.0,True,724.7095754146576
1723,ferry,3,1,2_05,1,1050.0,True,684.118705034256
1724,ferry,3,1,2_05,2,1074.0,True,743.7153422832489
1725,ferry,3,1,2_06,0,1165.0,True,926.54882979393
1726,ferry,3,1,2_06,1,1157.0,True,902.8213081359863
1727,ferry,3,1,2_06,2,1181.0,True,925.0745086669922
1728,ferry,3,1,2_07,0,1245.0,True,1103.930692911148
1729,ferry,3,1,2_07,1,1234.0,True,1099.9720916748047
1730,ferry,3,1,2_07,2,1279.0,True,1142.2758588790894
1731,ferry,3,1,2_08,0,1361.0,True,1344.1812171936035
1732,ferry,3,1,2_08,1,1358.0,True,1365.654492855072
1733,ferry,3,1,2_08,2,1381.0,True,1386.5871455669403
1734,ferry,3,1,2_09,0,1450.0,True,1715.9198760986328
1735,ferry,3,1,2_09,1,1431.0,True,1602.8846383094788
1736,ferry,3,1,2_09,2,1457.0,True,1722.3774981498718
1737,ferry,3,1,2_10,0,1544.0,True,1942.1803431510925
1738,ferry,3,1,2_10,1,1527.0,True,1959.4175386428833
1739,ferry,3,1,2_10,2,1565.0,True,1981.9314954280853
1740,ferry,3,1,2_11,0,1624.0,True,2261.0117218494415
1741,ferry,3,1,2_11,1,1628.0,True,2261.2521271705627
1742,ferry,3,1,2_11,2,1650.0,True,2380.72411775589
1743,ferry,3,1,2_12,0,1709.0,True,2808.336846113205
1744,ferry,3,1,2_12,1,1697.0,True,2625.0943677425385
1745,ferry,3,1,2_12,2,1730.0,True,2598.8664009571075
1746,ferry,3,1,2_13,0,1810.0,True,3184.58699965477
1747,ferry,3,1,2_13,1,1813.0,True,3328.499779701233
1748,ferry,3,1,2_13,2,1848.0,True,3138.3286983966827
1749,ferry,3,1,2_14,0,1900.0,True,3607.6077139377594
1750,ferry,3,1,2_14,1,1887.0,True,3489.870340824127
1751,ferry,3,1,2_14,2,1925.0,True,3562.36620593071
1752,ferry,3,1,2_15,0,1992.0,True,4329.326565742493
1753,ferry,3,1,2_15,1,1972.0,True,4161.16935133934
1754,ferry,3,1,2_15,2,2016.0,True,4212.5431044101715
1755,ferry,3,1,2_16,0,2088.0,True,4815.598037719727
1756,ferry,3,1,2_16,1,2067.0,True,4633.057167053223
1757,ferry,3,1,2_16,2,2119.0,True,5158.206391811371
1758,ferry,3,1,2_17,0,2183.0,True,5439.535387277603
1759,ferry,3,1,2_17,1,2184.0,True,5374.980155467987
1760,ferry,3,1,2_17,2,2219.0,True,5683.8312973976135
1761,ferry,3,1,2_18,0,2281.0,True,6084.904509305954
1762,ferry,3,1,2_18,1,2260.0,True,5956.899110794067
